edad,sexo,alfabeto,sistema_salud,nivel_educativo,ocupacion_jerarquia,ingreso
56,0,0,5,5,2,36000
34,0,0,5,5,3,30000
55,1,0,5,6,2,12000
44,0,0,5,6,2,20000
45,0,0,5,5,2,20000
49,0,0,5,4,3,15000
67,0,0,5,2,2,15000
48,0,0,5,5,3,90000
59,0,0,1,1,2,8000
37,0,0,1,3,2,15400
45,1,0,5,4,2,8000
49,0,0,5,6,2,40000
69,0,0,5,6,2,4000
54,0,0,1,2,2,15000
39,1,0,1,4,2,4000
38,0,0,1,6,2,12000
51,0,0,5,5,2,50000
63,0,0,5,4,3,25000
69,0,0,5,4,2,3000
74,0,0,5,6,3,60000
58,1,0,5,2,2,5000
55,1,0,1,2,2,6000
53,1,0,1,2,2,8400
19,0,0,5,5,2,450
56,0,0,1,2,2,1000
42,0,0,5,4,3,20000
28,1,0,5,4,2,3000
54,0,0,1,5,2,8000
51,1,0,1,6,2,6000
64,0,0,5,6,3,30000
55,0,0,5,2,2,8000
30,1,0,1,5,2,5000
42,0,0,1,4,2,25000
47,0,0,5,4,2,30000
40,1,0,5,2,2,5000
35,0,0,5,6,2,38000
31,1,0,5,4,2,17000
41,1,0,5,5,2,2000
75,0,0,5,4,3,70000
36,1,0,1,4,2,18000
29,0,0,5,4,3,15000
22,1,0,1,4,2,10000
55,0,0,5,6,2,15000
42,0,0,5,3,2,20000
53,1,0,1,2,2,7000
41,1,0,6,6,3,30000
39,0,0,1,3,2,8000
41,1,0,5,3,2,7000
45,0,0,5,4,2,18000
69,0,0,5,4,3,25000
35,0,0,1,2,2,20000
18,1,0,5,3,2,1000
27,0,0,1,5,2,8000
54,0,0,1,2,2,9000
29,0,0,5,4,3,20000
64,1,0,5,6,2,15000
60,0,0,5,4,3,80000
31,1,0,5,6,2,30000
39,0,0,1,3,2,5000
64,0,0,1,2,2,10000
26,0,0,1,5,2,800
29,1,0,5,6,2,25000
26,0,0,1,4,2,25000
36,1,0,1,5,2,1500
56,1,0,1,3,2,2000
38,1,0,1,4,2,2000
34,1,0,5,4,2,12000
38,0,0,5,5,3,15000
39,1,0,1,4,2,8000
62,1,0,5,2,2,15000
61,0,0,1,2,2,5000
44,1,0,5,4,2,4500
38,0,0,1,2,2,11000
63,1,0,5,4,2,2000
57,0,0,1,3,2,20000
31,1,0,3,5,2,3000
19,0,0,5,3,2,2000
44,0,0,1,6,2,18000
24,1,0,5,5,2,4000
36,0,0,3,5,2,20000
42,0,0,1,4,2,5000
30,1,0,1,5,2,4000
50,0,0,1,2,2,3000
62,1,0,5,2,2,15000
48,0,0,1,3,2,1000
62,1,0,1,4,2,2000
60,1,0,1,5,2,800
28,1,0,1,4,2,4000
30,0,0,1,4,2,18000
57,0,0,5,3,2,3000
63,1,0,5,6,2,20000
28,0,0,1,4,2,2800
54,0,0,1,2,2,7000
41,0,0,1,3,2,6000
37,1,0,1,6,2,2000
46,0,0,5,4,2,25000
32,1,0,5,6,2,25000
42,1,0,5,4,2,20000
44,0,0,1,3,3,25000
29,1,0,1,1,2,8000
65,0,0,5,2,2,10000
28,0,0,1,3,2,6500
26,0,0,5,5,2,15000
63,0,0,5,5,2,20000
42,1,0,5,6,2,15000
31,0,0,1,4,2,9000
33,0,0,1,4,2,6000
49,0,0,1,2,2,10000
42,0,0,1,3,2,9000
37,0,0,3,3,2,6000
22,0,0,5,3,2,10000
65,1,0,5,4,3,8000
34,1,0,5,5,2,16000
54,0,0,5,4,3,30000
40,0,0,1,5,2,10000
45,1,0,5,6,2,20000
58,0,0,1,3,3,20000
54,0,0,5,4,2,30000
51,1,0,3,5,3,50000
36,0,0,1,5,2,6000
25,0,0,1,4,2,5000
45,1,0,5,4,2,5000
46,0,0,5,6,2,20000
69,1,0,5,6,2,800
43,0,0,1,1,2,20000
39,1,0,5,4,2,7000
40,0,0,1,5,2,5000
67,0,0,5,4,2,8400
39,0,0,5,6,2,60000
43,0,0,1,2,2,13500
50,1,0,1,6,2,15000
73,0,0,5,3,2,4000
61,0,0,1,4,2,15000
64,0,0,1,6,2,30000
53,0,0,5,2,2,18000
40,0,0,1,2,2,10000
33,0,0,1,4,2,12000
59,1,0,5,6,2,9000
37,0,0,5,4,2,15000
29,0,0,1,4,2,10000
44,1,0,1,6,2,13000
57,0,0,1,3,2,18000
55,1,0,5,2,2,3000
43,0,0,5,6,3,3000
19,0,0,5,3,2,15000
29,1,0,1,4,2,8000
58,0,0,1,1,2,4000
41,0,0,1,2,3,10000
55,0,0,1,3,2,24000
39,0,0,5,6,3,20000
47,0,0,1,2,2,8000
26,0,0,1,3,2,15000
60,1,0,5,6,2,20000
54,0,0,1,3,2,6000
36,1,0,1,6,2,1500
52,0,0,1,6,2,25000
55,0,0,1,1,2,15000
36,0,0,5,6,1,28000
33,1,0,5,6,2,22000
42,0,0,5,2,2,1000
64,0,0,5,2,2,15000
32,1,0,5,4,2,6000
21,0,0,1,3,2,10000
62,1,0,1,1,3,2000
40,0,0,1,2,2,8000
38,0,0,1,4,2,5000
66,1,0,5,6,2,15000
30,1,0,1,3,2,3000
52,0,0,1,6,2,6000
19,0,0,5,3,2,2600
23,1,0,1,4,2,18000
38,0,0,5,6,2,23000
57,0,0,5,4,2,28000
48,1,0,5,2,2,7000
29,1,0,1,3,2,600
44,0,0,5,5,2,12000
59,1,0,3,6,2,15000
44,0,0,1,3,2,5000
20,0,0,1,3,2,6000
64,1,0,5,1,2,1500
34,0,0,1,4,2,4000
48,0,0,5,6,2,16000
49,1,0,5,2,2,5000
34,1,0,5,4,2,3000
47,0,0,5,2,3,15000
41,0,0,1,2,2,12000
52,0,0,5,6,2,7000
31,1,0,5,4,2,2000
43,0,0,1,4,2,15000
27,1,0,1,4,2,15000
26,0,0,1,4,2,600
59,0,0,5,4,2,5000
37,0,0,1,2,2,25000
27,0,0,1,4,2,2000
34,1,0,5,5,2,5000
74,0,0,5,3,2,1000
40,1,0,5,4,2,7500
49,0,0,1,1,2,25000
25,0,0,1,3,2,2000
65,0,0,5,6,2,14000
34,1,0,1,5,2,4000
63,1,0,5,1,2,5000
37,0,0,1,3,2,9000
44,0,0,3,4,2,25000
52,0,0,1,3,2,10000
61,0,0,2,2,2,15000
73,0,0,5,2,2,3000
39,1,0,5,6,2,15000
34,0,0,1,5,2,10000
55,0,0,1,1,2,8500
56,0,0,1,1,2,7000
28,0,0,1,4,2,25000
30,0,0,1,4,2,3000
22,0,0,1,4,2,2000
44,1,0,1,4,2,15000
40,0,0,5,4,3,40000
44,1,0,1,5,3,20000
28,1,0,5,6,2,28000
28,1,0,3,6,2,10000
43,0,0,1,5,3,5000
29,0,0,1,5,2,10000
62,0,0,5,4,2,10000
46,1,0,5,4,2,4000
22,0,0,1,3,2,32000
63,1,0,5,1,2,2000
61,0,0,5,2,3,15000
27,1,0,1,3,2,3500
55,0,0,5,2,2,6500
37,0,0,1,2,2,18000
33,1,0,5,3,2,15000
41,0,0,1,2,2,20000
69,0,0,5,2,2,450
63,1,0,6,2,2,4000
25,1,0,5,5,2,4000
58,0,0,1,3,2,10000
20,0,0,5,3,2,5000
36,0,0,1,2,2,16000
28,1,0,5,5,2,10000
32,1,0,1,4,2,2800
68,1,0,5,6,2,15000
37,0,0,1,4,2,20000
43,0,0,1,2,2,10000
62,0,0,5,2,2,12000
54,0,0,5,4,2,25000
55,1,0,5,4,2,10000
73,1,0,5,4,3,12000
25,1,0,5,5,2,800
30,0,0,1,4,2,7000
33,1,0,1,3,3,5000
43,0,0,1,2,2,8400
32,0,0,1,3,2,8000
42,1,0,1,2,2,8300
55,0,0,1,2,3,20000
43,0,0,1,3,2,20000
38,0,0,5,4,2,32000
28,0,0,1,1,2,28000
46,0,0,5,2,2,2000
37,0,0,5,3,2,13000
57,0,0,1,2,2,10000
39,0,0,5,2,3,32000
40,0,0,3,3,2,15000
25,1,0,1,3,2,2000
60,1,0,5,5,2,7000
49,0,0,2,3,2,3000
41,0,0,1,4,2,14000
37,1,0,5,4,2,3000
42,0,0,1,3,2,12000
70,1,0,5,4,2,6000
46,1,0,5,2,2,9000
65,0,0,5,4,2,3500
57,0,0,5,4,2,10000
57,1,0,5,3,2,3000
51,1,0,1,4,2,8000
62,1,0,1,3,2,3000
61,0,0,5,3,2,15000
60,0,0,1,4,2,10000
37,1,0,3,6,2,30000
53,0,0,1,3,2,10000
63,0,0,1,3,2,3000
27,0,0,1,3,2,14000
52,0,0,5,2,2,10000
38,1,0,1,6,2,4000
43,0,0,5,5,2,18000
68,1,0,5,4,2,12000
42,0,0,5,5,2,10000
51,1,0,5,6,2,6000
48,1,0,5,4,2,6000
50,0,0,1,1,2,20000
60,0,0,5,2,2,6000
51,0,0,1,4,3,30000
45,1,0,6,1,2,1000
21,0,0,1,1,2,720
72,1,0,5,4,2,6000
42,0,0,5,6,3,30000
54,0,0,5,2,2,10000
35,1,0,5,3,2,2000
61,0,0,5,3,2,17000
53,0,0,1,3,2,15000
44,1,0,5,6,2,12000
30,0,0,1,4,2,5000
47,0,0,5,3,3,18000
46,0,0,1,3,2,4000
62,0,0,6,3,3,29000
40,0,0,5,4,2,7800
63,0,0,5,6,3,60000
32,1,0,5,6,2,3000
22,0,0,1,3,2,2000
65,0,0,5,2,2,6000
40,1,0,5,3,2,9000
45,0,0,1,3,2,17000
55,0,0,1,1,2,21600
59,0,0,3,4,2,9600
26,0,0,1,4,2,1500
47,0,0,6,5,2,40000
59,0,0,3,4,0,20000
66,0,0,5,4,2,4000
35,1,0,5,4,2,14000
61,0,0,1,3,2,7000
67,1,0,5,3,2,2000
56,0,0,5,6,2,17000
24,0,0,3,5,2,20000
36,0,0,3,4,2,12000
54,0,0,1,3,2,8000
65,1,0,5,2,2,500
53,0,0,5,2,3,30000
41,0,0,5,4,2,8000
59,0,0,1,1,2,10000
51,1,0,1,6,2,4000
38,0,0,1,3,2,8000
60,0,0,5,3,3,10000
41,0,0,5,5,3,8000
73,1,0,5,3,3,10000
56,0,0,1,6,2,13000
38,0,0,1,5,2,7000
30,0,0,5,6,3,45000
23,1,0,5,4,2,4000
25,0,0,1,2,2,5000
20,0,0,1,2,2,1800
69,0,0,5,6,3,30000
28,0,0,1,3,2,1800
46,0,0,1,2,2,15000
22,1,0,1,3,2,2800
39,0,0,1,4,2,5000
25,0,0,1,3,2,6000
48,0,0,1,5,2,15000
59,1,0,5,5,2,6000
56,1,0,6,4,2,600
73,1,0,5,1,2,800
38,1,0,1,4,2,18000
41,0,0,5,5,2,30000
53,1,1,2,0,2,3000
27,0,0,1,4,2,14000
54,0,0,1,4,2,8000
27,1,0,5,5,2,15000
73,1,1,5,0,2,4000
24,1,0,1,3,2,4000
42,1,0,5,6,2,25000
30,1,0,5,5,2,2000
59,1,0,5,6,2,10000
30,0,0,1,5,2,10000
63,0,0,5,3,2,15000
38,1,0,5,4,2,25000
40,0,0,1,2,2,8000
28,1,0,5,6,2,15000
54,1,0,1,2,2,1000
46,0,0,1,2,2,30000
42,0,0,5,6,2,40000
49,0,0,1,3,2,15000
19,1,0,5,5,2,1000
26,1,0,1,6,2,4000
52,0,0,1,2,3,17000
40,1,0,1,2,2,4000
56,0,0,5,6,3,10000
53,0,0,1,4,2,5000
46,0,0,1,2,2,10000
52,0,0,1,1,2,4000
40,0,0,1,5,2,20000
57,0,0,3,6,3,50000
52,1,0,3,4,2,2000
23,0,0,1,2,2,9500
48,0,0,1,2,2,8000
60,0,0,1,1,2,2800
47,1,0,5,6,2,6900
43,1,0,5,6,2,30000
31,0,0,3,4,2,8000
51,1,0,1,2,2,5000
30,0,0,1,6,2,10000
50,1,0,1,4,2,5000
50,0,1,1,0,2,5000
57,0,0,1,2,2,12000
32,0,0,1,4,3,10000
47,0,0,5,6,3,50000
54,0,0,1,3,2,20000
62,0,0,5,2,2,12000
30,0,0,1,4,2,10000
53,0,0,1,3,2,8000
29,1,0,1,4,2,1800
44,0,0,1,4,2,20000
23,0,0,1,3,2,8000
74,0,0,6,6,2,20000
51,0,0,5,6,3,30000
52,1,0,1,6,2,2000
45,1,0,3,6,2,30000
52,0,0,1,4,2,16500
47,0,0,5,3,2,5000
81,0,0,5,4,3,21000
23,0,0,1,3,2,16000
58,0,0,1,1,2,12000
44,0,0,5,3,3,15000
33,0,0,1,4,2,16000
37,0,0,1,2,2,15000
21,0,0,1,3,2,7000
41,1,0,1,4,2,12000
43,0,0,1,1,2,16000
83,0,0,5,2,3,20000
38,0,0,1,4,2,20000
52,0,0,5,2,2,20000
60,1,0,1,2,2,1500
48,1,0,1,3,2,10000
41,1,0,1,4,2,3000
50,0,0,1,4,2,30000
47,0,0,5,4,2,10000
20,1,0,3,3,2,4800
49,0,0,3,6,2,6000
29,0,0,1,5,2,4500
53,0,0,5,4,2,15000
21,1,0,3,5,2,5000
44,1,0,5,4,2,15000
52,0,0,1,4,2,9600
31,0,0,1,2,2,24000
58,0,0,1,3,2,5000
42,0,0,1,5,2,6000
63,0,0,1,2,3,26900
48,1,1,5,1,2,2000
54,0,0,1,2,2,25000
58,0,0,1,1,2,13000
30,0,0,1,5,2,4000
34,0,0,1,4,2,8000
64,0,0,5,5,2,12000
34,1,0,3,4,2,3000
62,1,0,5,5,2,20000
33,0,0,5,2,2,4000
45,0,0,6,4,2,20000
32,1,0,1,5,2,4500
52,0,0,3,6,3,25000
62,0,0,1,1,2,7200
44,0,0,1,4,2,5000
67,0,0,5,5,2,2000
40,0,0,1,3,2,15000
52,1,0,2,4,2,3000
43,0,0,5,4,2,15000
55,1,0,5,4,2,5600
30,0,0,5,5,3,29000
40,0,0,5,4,2,20000
59,1,0,1,3,2,20000
40,0,0,5,6,2,10000
26,1,0,1,3,2,2500
62,0,0,1,2,2,9000
32,0,0,1,5,2,2000
55,1,0,1,4,2,8000
28,1,0,5,5,2,7000
65,0,0,1,2,2,8000
28,0,0,1,4,2,20000
33,0,0,1,4,2,8000
39,0,0,1,3,2,6000
54,0,0,1,4,2,8000
36,0,0,5,6,2,65000
52,1,0,5,4,2,8000
34,1,0,1,4,2,2000
79,0,0,5,2,2,6000
45,1,0,1,4,2,22000
53,0,0,3,4,3,30000
43,0,0,5,6,2,20000
37,0,0,5,4,2,10000
54,0,0,1,3,2,10000
19,1,0,5,3,2,700
39,1,0,5,2,2,2000
53,0,0,1,2,2,6000
28,0,0,3,6,2,15000
40,1,0,1,4,2,20000
68,0,0,5,2,2,5000
37,0,0,1,2,2,10000
55,0,0,3,3,2,18000
46,0,0,1,1,2,6000
38,0,0,5,5,2,15000
36,0,0,1,5,2,4000
26,0,0,1,3,2,4000
53,1,0,5,5,2,2000
52,0,0,5,5,2,15000
46,1,0,5,6,2,6000
34,0,0,1,1,2,2000
45,0,0,1,6,2,25000
38,0,0,1,2,2,25000
64,0,0,1,2,3,4000
29,0,0,1,1,2,2400
62,0,0,5,6,2,8000
26,0,0,1,6,2,9000
58,1,0,3,2,2,4000
62,0,0,5,6,2,30000
40,1,0,1,4,2,20000
59,0,0,5,2,3,40000
48,0,0,5,3,2,25000
57,1,0,5,5,2,10000
20,0,0,1,2,2,1500
36,0,0,1,3,2,12000
55,0,0,1,3,2,8000
56,1,0,1,2,2,4000
22,0,0,5,6,2,6000
66,0,0,5,3,2,8000
46,0,0,1,3,2,10000
57,0,0,1,1,2,7000
25,0,0,1,4,2,5000
24,1,0,1,4,2,3000
39,1,0,1,1,2,2000
50,0,0,1,2,2,9000
23,0,0,5,5,2,400
22,1,0,1,4,2,12000
48,0,0,1,2,2,10000
26,0,0,3,3,2,20000
46,0,0,3,5,2,25000
38,0,0,5,6,2,20000
66,0,1,5,0,2,1000
67,0,0,5,3,2,20000
46,1,0,5,6,2,25000
23,0,0,1,2,2,2000
51,0,0,3,4,3,50000
49,1,0,1,2,2,1000
51,1,0,6,6,2,3000
21,0,0,1,2,2,1000
28,0,0,1,4,2,4000
57,1,0,1,2,2,3000
22,1,0,5,5,2,3000
33,1,0,1,2,2,4000
38,1,0,5,5,2,1000
32,0,0,1,1,2,8000
43,1,0,5,6,2,40000
78,0,0,5,3,3,5000
38,0,0,1,4,2,7000
46,1,0,2,3,3,8400
41,0,0,1,5,2,20000
45,0,0,1,2,2,10000
29,1,0,6,6,3,20000
26,1,0,1,4,2,4500
42,0,0,5,4,2,25000
67,1,0,5,4,2,13000
32,1,0,5,6,2,25000
40,0,0,3,6,2,12000
40,0,0,1,5,2,10000
43,1,0,5,6,2,8000
45,0,0,1,3,2,20000
42,0,0,1,3,2,20000
25,0,0,5,4,3,10000
57,0,0,5,4,2,25000
59,1,0,1,5,2,2000
54,1,0,5,2,2,3000
67,1,0,6,6,2,1500
35,0,0,1,2,2,13000
19,0,0,1,4,2,6000
45,1,0,5,4,2,15000
26,0,0,1,4,2,15000
21,1,0,1,5,2,10000
63,0,0,1,3,2,27000
37,1,0,1,3,2,10000
33,0,0,5,5,2,17000
27,0,0,1,4,2,1500
32,1,0,4,3,2,10000
42,1,0,1,3,2,8000
31,0,0,1,2,2,10000
23,0,0,5,5,2,1500
65,0,0,5,2,2,7500
28,0,0,1,3,2,11000
37,1,0,5,4,2,18000
40,0,0,5,6,2,15000
48,1,0,5,2,2,5000
33,1,0,5,5,2,25000
54,1,0,5,6,2,10000
63,0,0,5,5,3,60000
56,0,0,1,5,2,10000
35,1,0,3,4,2,8000
35,1,0,5,2,2,2000
35,1,0,5,6,2,4000
21,0,0,1,3,2,7500
43,0,0,1,2,2,12000
67,0,0,5,2,2,25000
73,1,0,3,6,2,30000
39,0,0,3,4,2,30000
67,0,0,5,6,2,25000
56,0,0,5,5,2,15000
49,0,0,3,5,2,20000
43,0,0,5,3,2,28000
45,0,0,5,2,2,8000
25,1,0,5,5,2,4000
53,0,0,1,4,2,4000
46,1,0,1,2,2,20000
33,0,0,1,4,2,22000
32,1,0,5,2,2,7000
50,1,0,2,1,2,1000
60,0,0,1,2,2,5000
27,0,0,1,3,2,13000
54,0,0,1,4,2,10000
18,1,0,5,5,2,1500
34,0,0,1,2,2,10000
50,1,0,5,6,2,10000
58,0,0,1,4,2,12000
47,0,0,5,4,2,25000
68,0,0,5,1,2,4000
20,0,0,1,2,2,8000
29,0,0,3,2,3,17000
27,1,0,1,3,2,7000
58,0,0,1,4,2,8000
47,0,0,1,1,2,4000
61,1,0,5,5,3,25000
28,0,0,1,4,2,10000
59,0,0,1,1,2,10000
47,0,0,5,3,2,8000
47,1,0,5,6,2,30000
46,0,0,1,2,2,8000
45,0,0,5,4,2,30000
54,0,0,1,2,2,15000
42,1,0,1,4,2,15000
49,1,0,5,2,2,12000
27,1,0,2,4,2,4000
62,0,0,1,2,2,2000
20,0,0,1,3,2,7500
35,0,0,1,3,2,9000
41,1,0,5,6,2,15000
51,0,0,1,4,3,25000
63,1,0,5,2,2,15000
43,0,0,1,4,2,8000
36,1,0,5,4,2,10000
56,0,0,5,2,2,2000
59,1,0,1,4,2,2000
68,0,0,5,1,2,5000
60,0,0,3,4,2,20000
55,0,0,5,4,2,20000
49,0,0,1,2,2,19000
46,1,0,1,3,2,15000
40,0,0,5,4,2,5000
49,0,0,5,4,2,20000
26,1,0,1,6,2,5000
62,1,0,5,4,2,1000
50,1,0,1,2,2,2000
29,0,1,1,1,2,17000
41,0,0,5,6,2,50000
53,0,0,1,1,2,15000
31,0,0,5,5,2,20000
22,1,0,1,2,2,1500
65,0,1,5,0,2,2000
48,0,0,5,6,2,20000
31,1,0,5,6,3,30000
40,1,0,1,3,2,9000
42,0,0,1,4,2,10000
57,1,0,5,3,2,2600
43,1,0,5,6,2,30000
51,1,0,5,2,2,1000
28,1,0,5,5,2,15000
46,1,0,5,3,2,600
44,0,0,1,4,2,25000
46,1,0,5,5,2,10000
50,0,0,3,6,2,6000
65,1,0,5,2,2,2000
30,0,0,1,3,2,18000
74,1,0,5,4,2,5000
64,1,0,5,4,2,4000
45,1,0,1,6,2,10000
61,1,0,4,1,2,2000
52,1,0,5,6,2,8500
35,1,0,2,2,2,3000
75,1,0,5,4,2,20000
36,0,0,1,4,2,40000
50,1,0,6,6,3,50000
32,1,0,1,1,2,3500
56,1,0,5,6,2,28000
58,1,0,1,4,2,2000
56,0,0,5,5,2,30000
49,0,0,5,3,2,30000
42,0,0,5,5,2,1500
42,0,0,1,3,2,7000
59,1,0,5,3,2,10000
41,0,0,1,2,2,16000
70,0,0,5,3,2,9000
38,0,0,1,4,2,6000
53,0,0,5,6,3,40000
49,0,0,1,4,2,38000
49,1,0,5,6,3,10000
53,1,0,3,4,2,12000
55,1,0,1,2,3,24000
28,0,0,1,3,2,10000
72,0,0,5,2,2,1000
35,0,0,1,3,2,8000
68,1,0,5,1,2,700
41,1,0,5,6,2,10000
28,1,0,1,6,2,5000
28,0,0,1,3,2,13000
32,0,0,1,3,2,7500
22,0,0,1,4,2,10500
42,0,0,5,4,2,15000
34,0,0,1,3,2,10000
31,1,0,5,5,2,3000
46,0,0,5,2,2,6000
48,0,0,5,5,3,100000
26,1,0,5,4,2,15000
48,1,0,5,3,2,8000
17,0,0,1,2,2,1500
32,1,0,1,4,2,6000
50,0,0,1,2,2,9000
46,1,0,5,6,2,5000
60,1,0,1,2,2,5000
25,0,0,1,4,2,6000
41,0,0,5,4,2,15000
55,0,0,6,5,2,12000
48,0,0,1,2,2,8000
70,0,0,5,6,2,30000
37,0,0,1,3,2,9000
32,0,0,1,4,2,6000
65,0,0,5,3,2,8000
54,0,0,5,4,3,30000
38,0,0,3,5,2,30000
38,0,0,1,6,2,30000
44,0,0,1,1,2,18000
45,0,0,1,2,2,8000
53,0,0,3,4,2,20000
21,0,0,1,3,2,4000
53,0,0,5,3,2,2000
48,0,0,1,2,2,6000
40,0,0,1,2,2,12000
62,0,0,1,4,2,8000
65,1,0,5,6,2,2000
24,1,0,5,6,2,6000
22,0,0,5,5,2,40000
68,0,0,5,2,2,10000
48,0,0,5,2,2,35000
58,0,0,1,2,2,14000
44,0,0,1,2,2,15000
64,1,0,5,6,3,35000
26,0,0,5,3,2,12000
37,0,0,1,1,3,20000
42,1,0,1,2,2,5000
28,0,0,5,5,2,15000
50,1,0,5,4,3,25000
45,1,0,6,5,2,30000
59,0,0,2,2,2,1800
42,0,0,5,5,2,20000
42,1,0,1,6,2,13000
51,0,0,1,2,2,7000
55,1,0,5,2,2,1400
43,0,0,3,4,2,11000
66,0,0,3,5,2,18000
44,0,0,5,3,2,12000
37,1,0,5,6,2,20000
33,0,0,5,4,2,30000
41,0,0,5,4,2,10000
21,0,0,1,3,2,12000
47,1,0,5,3,2,6000
39,0,0,1,6,2,10000
44,0,0,1,1,3,15000
51,1,0,1,2,2,5000
52,1,0,3,6,2,45000
59,0,0,1,3,2,8000
51,1,0,5,3,2,5000
34,1,0,1,4,2,15000
30,1,0,2,4,2,8000
55,1,0,1,3,2,3000
52,1,0,1,2,2,9000
42,1,0,5,6,2,30000
43,0,0,1,3,2,13500
35,1,0,5,6,2,7000
31,1,0,3,4,2,4000
54,1,0,5,4,2,5000
38,0,0,1,1,2,8000
43,1,0,1,5,2,15000
47,0,0,1,2,2,7000
19,1,0,1,2,2,1000
53,0,0,1,4,2,14000
18,0,0,3,3,2,4000
36,1,0,1,3,2,6000
32,0,0,1,4,2,60000
49,0,0,5,5,2,3000
27,0,0,1,5,2,1200
63,1,0,5,1,2,9800
23,1,0,5,5,2,2400
40,0,0,5,6,2,8000
44,1,0,1,1,2,5000
30,1,0,5,4,2,12000
48,1,0,1,5,2,1500
18,0,0,1,3,2,6000
61,0,0,1,4,2,15000
49,0,0,5,6,2,2000
63,0,0,5,2,2,10000
66,0,1,1,0,2,1800
48,0,0,1,2,2,15000
23,0,0,3,3,2,9000
61,0,0,1,4,2,3500
46,0,0,1,5,2,2000
36,1,0,5,6,3,15000
30,0,0,1,3,2,8000
33,1,0,1,5,2,2000
28,0,0,5,4,2,1800
52,0,0,5,2,2,1000
46,0,0,1,4,2,20000
38,0,0,5,6,2,20000
60,0,0,3,3,2,10000
27,0,0,1,1,2,5000
59,1,0,1,2,2,15000
52,0,0,1,1,2,10000
45,0,0,1,2,2,12000
27,0,0,1,4,2,8000
61,1,0,5,3,3,1700
54,1,0,5,2,2,3000
42,1,0,1,5,2,24000
64,0,0,1,1,2,7000
33,1,0,1,4,2,16000
57,0,0,3,6,2,50000
45,1,0,3,4,2,4000
51,0,0,6,5,3,18000
29,0,0,1,4,2,10000
47,1,0,5,3,3,22000
47,1,0,1,4,2,6000
19,1,0,5,3,2,1800
22,1,0,1,3,2,3000
42,1,0,5,4,2,5000
60,0,1,5,0,2,8000
62,0,0,1,2,2,9000
59,1,0,5,6,2,30000
49,0,0,1,2,2,6000
48,0,0,1,2,2,3500
68,1,0,5,4,2,4000
39,0,0,1,2,2,9000
26,0,0,1,3,2,6000
41,0,0,5,6,3,18000
48,1,0,1,6,2,25000
21,0,0,1,5,2,7200
43,0,0,5,6,2,20000
57,0,0,1,2,2,10000
34,1,0,1,2,2,4000
44,1,0,6,4,2,1600
20,0,0,1,3,2,8000
46,0,0,1,4,2,6000
36,1,0,5,6,2,15000
53,1,0,5,3,2,4000
59,0,0,1,2,2,6500
56,0,0,5,5,2,10000
27,0,0,1,3,2,4000
60,0,0,1,6,2,6000
57,1,0,1,0,2,720
35,1,0,1,4,2,3000
27,0,0,1,3,2,17000
66,1,0,5,4,2,3000
68,0,0,5,4,2,7000
43,0,0,1,3,2,15000
60,0,0,0,2,2,20000
26,1,0,1,3,2,5000
48,1,0,5,6,3,30000
26,1,0,1,4,2,8000
43,0,0,1,3,2,8000
48,1,0,5,6,2,30000
46,0,0,1,4,2,12000
70,1,0,5,4,2,12000
43,1,0,5,4,2,7000
26,1,0,1,4,2,2000
39,0,0,3,3,2,14000
39,0,0,5,6,3,15000
51,0,0,3,6,2,40000
67,0,0,5,2,2,18000
51,0,0,1,2,2,4200
42,1,0,3,6,2,10000
33,0,0,1,3,2,15000
37,1,0,5,6,2,29000
37,0,0,1,3,2,4000
42,0,0,3,1,2,4000
32,1,0,5,4,2,5000
35,1,0,5,3,2,2000
59,1,0,5,3,2,8000
32,0,0,1,3,2,8000
36,1,0,5,6,2,9000
38,0,0,5,2,3,8000
43,0,0,1,6,2,16000
43,0,0,1,3,2,8000
70,0,0,5,4,2,3000
32,1,0,5,6,2,22000
36,0,0,1,5,2,6000
52,0,0,1,6,3,20000
77,0,0,5,4,2,18000
50,1,0,1,3,2,4800
58,1,0,1,2,2,1200
66,0,0,5,6,2,20000
40,0,0,1,4,2,7000
69,0,0,5,1,2,10000
44,0,0,1,3,2,20000
55,0,0,5,6,3,30000
17,0,0,3,3,2,8000
65,0,0,5,3,2,16000
67,0,0,5,4,2,35000
22,1,0,1,5,2,200
24,0,0,3,6,2,10000
36,0,0,1,4,2,7000
27,0,0,5,4,2,12000
40,0,0,1,3,2,2500
28,0,0,1,4,2,12000
44,0,0,1,4,2,7000
31,0,0,5,4,2,12000
25,0,0,5,4,2,10000
32,1,0,5,1,2,2800
41,0,0,1,4,2,5000
40,0,0,1,2,3,24000
31,1,0,5,4,2,20000
42,0,0,1,3,2,2000
53,1,0,5,6,2,40000
58,1,0,1,3,2,2500
51,0,0,3,4,3,15000
45,1,0,5,5,2,16000
79,0,0,5,6,3,25000
34,0,0,1,2,2,15100
40,0,0,5,3,2,16000
42,1,0,1,5,2,8000
50,1,0,1,4,2,14000
43,1,0,1,4,2,6000
57,1,0,1,4,2,4000
37,0,0,1,3,2,8000
32,1,0,1,3,2,4500
48,0,0,1,4,2,30000
25,0,0,3,5,2,1600
32,0,0,3,5,2,5000
57,0,0,6,6,3,80000
44,1,0,5,5,2,10000
33,0,0,1,4,2,5000
25,0,0,1,2,2,6000
33,0,0,5,5,3,15000
32,1,0,2,5,2,2000
57,0,0,6,4,2,30000
51,0,0,5,6,2,10000
